# version: v1.8.23
id	name	diff	badge	cover
-53	罰して光([だから罰して])	18.5	AT Lv.18	charts/罰して光([だから罰して])/4349606120838472.jpg
-54	夢の降る日に(小萝莉 vs. 萝莉控)	19.0	AT Lv.19	charts/夢の降る日に(小萝莉 vs. 萝莉控)/64512290.png
-55	怪獣になりたい(想成为kenari15&想成为不娜娜苹果&想成为绿豆&想成为中微子)	18.1	AT Lv.18	charts/怪獣になりたい(想成为kenari15&想成为不娜娜苹果&想成为绿豆&想成为中微子)/8551792507790553.png
-56	系ぎて(Connection -Hearts' Harmony-)	18.2	AT Lv.18	charts/系ぎて(Connection -Hearts' Harmony-)/3604836971921744.jpg
-57	生命性シンドロウム (feat. 初音ミク)(A_ling......hello?)	19.0	Devastated LV. 17+	charts/生命性シンドロウム (feat. 初音ミク)(A_ling......hello)/2687707634098236.png
-58	CALAMITY RHAPSODY(N3vr)	18.1	AT  Lv.18	charts/CALAMITY RHAPSODY(N3vr)/4298826009421334.jpg
-59	ΩΩParts(TC)	18.8	Extreme	charts/ΩΩParts(TC)/85723503.jpg
-60	Testify([shift]/)	18.2	AT Lv.18	charts/Testify([shift])/3871730530054062.jpg
-61	Amatsukami(巨浪[高天原])	18.1	AT Lv.18	charts/Amatsukami(巨浪[高天原])/2275732158738479.jpg
-62	DEINOS PHAINEIN(DANOS PHAINEIN【愤怒】)	18.9	AT Lv.18+	charts/DEINOS PHAINEIN(DANOS PHAINEIN【愤怒】)/9815930601774710.jpg
-63	DEINOS PHAINEIN(Encly)	18.5	AT Lv.18	charts/DEINOS PHAINEIN(Encly)/8580297332083148.jpg
-64	Arcana Eden(TUDOU vs POTATO ~Eye of the Storm~)	19.2	AT Lv.19	charts/Arcana Eden(TUDOU vs POTATO ~Eye of the Storm~)/6113314961273828.png
